Vehicle_ID,RSU_ID,Road_Segment_ID,Time_Slot,Area_Type,Road_Type,Weather_Condition,Traffic_Density_Level,Vehicle_Speed_kmph,Vehicle_Acceleration_mps2,Vehicle_Direction_Change_deg,Inter_Vehicle_Distance_m,Vehicle_Density_per_km,Queue_Length,Avg_Stop_Time_s,Roadside_Unit_Load_pct,Edge_Server_Load_pct,Available_Bandwidth_Mbps,Channel_Gain_dB,Signal_Strength_dBm,SNR_dB,Packet_Size_KB,Packet_Generation_Rate_pps,Transmission_Power_mW,Receiving_Power_mW,Idle_Power_mW,Battery_Level_pct,Energy_Consumed_mJ,Residual_Energy_mJ,Hop_Count,Link_Stability_Index,Connection_Duration_s,Handover_Count,Neighbor_Node_Count,Road_Obstruction_Flag,Line_of_Sight_Flag,Attack_Alert_Flag,Data_Sensitivity_Level,QoS_Priority_Class,Sensor_Message_Count,Traffic_Camera_Message_Count,Roadside_Event_Message_Count,Local_Computation_Load_pct,Update_Payload_Size_KB,Processing_Delay_ms,Queueing_Delay_ms,Propagation_Delay_ms,End_to_End_Latency_ms,Jitter_ms,Routing_Overhead_packets,Control_Message_Count,Packet_Loss_Rate_pct,Packet_Delivery_Ratio_pct,Throughput_Mbps,Route_Change_Count,Route_Stability_Index,Resource_Utilization_pct,Network_Lifetime_Score,Privacy_Risk_Score,Communication_Reliability_Score,Energy_Efficiency_Score,target_transmission_category
VEH_00494,RSU_0156,SEG_0399,Midday,Smart_City_Zone,Intersection,Cloudy,High,43.4,1.767,6.68,28.18,64.24,8,34.03,83.12,87.24,88.07,-72.76,-63.29,21.29,46.97,105.23,298.98,136.28,56.86,78.29,60.58,3249.883,7,0.6032,30.04,2,24,0,0,0,Medium,Standard,140.01,57.48,37.79,59.67,278.4,37.231,29.586,14.193,88.979,11.243,48.26,22.51,4.932,92.795,73.06,1,0.687,67.72,64.895,41.067,64.265,26.111,Poor_Transmission
VEH_01586,RSU_0238,SEG_0508,Midday,Highway,Straight_Road,Rainy,Very_High,60.7,2.477,69.99,35.01,92.99,10,23.27,73.81,69.45,66.06,-95.02,-86.45,21.78,51.26,83.78,283.64,278.21,43.82,75.68,51.909,3163.021,5,0.3306,19.77,2,28,0,1,0,Critical,High_Priority,196.58,81.45,38.71,52.07,188.84,34.483,21.773,7.507,73.019,12.073,53.84,69.61,4.01,94.386,48.613,2,0.4217,66.09,57.403,84.872,55.269,28.591,Poor_Transmission
VEH_01493,RSU_0120,SEG_0466,Midday,Highway,Curved_Road,Rainy,High,62.25,2.369,12.34,40.94,62.81,9,16.48,59.15,47.27,66.72,-96.8,-72.68,30.17,34.43,72.89,380.37,215.91,44.26,82.93,38.107,3686.05,5,0.598,28.08,2,22,1,1,0,Low,Background,65.87,53.74,51.61,73.63,273.58,21.208,17.467,12.577,60.482,12.079,60.08,58.02,6.108,92.634,52.208,0,0.7207,62.48,82.541,31.18,66.831,38.009,Efficient_Transmission
VEH_01791,RSU_0082,SEG_0407,Morning_Peak,Urban,Straight_Road,Clear,Low,60.13,1.539,20.1,67.91,25.37,6,8.44,18.46,63.55,101.46,-63.54,-50.18,25.86,25.51,23.93,294.24,141.14,51.09,79.67,44.928,3278.81,2,0.571,12.57,0,4,0,1,0,High,Standard,97.87,24.41,18.52,23.98,133.37,25.472,6.216,7.308,41.511,5.648,14.51,34.78,4.014,95.347,86.826,1,0.7132,31.43,70.084,65.444,73.993,40.428,Efficient_Transmission
VEH_00661,RSU_0236,SEG_0098,Evening_Peak,Urban,Straight_Road,Clear,Medium,48.63,2.891,7.23,43.8,53.5,6,24.43,42.35,58.8,105.46,-62.43,-54.57,29.24,26.06,18.86,280.17,102.85,48.15,66.23,34.359,2969.843,4,0.8306,36.6,0,15,0,1,0,Low,Emergency,100.4,50.07,23.64,39.51,190.87,28.225,11.639,9.456,52.21,8.164,34.83,21.41,1.286,97.923,92.916,2,0.9259,50.6,70.327,13.619,84.064,37.85,Highly_Efficient_Secure_Transmission
VEH_01349,RSU_0100,SEG_0290,Evening_Peak,Suburban,Intersection,Cloudy,Low,80.75,3.532,12.92,86.64,44.69,10,10.08,46.66,52.84,127.4,-77.56,-64.71,22.79,35.89,70.81,290.52,156.37,49.81,78.62,52.236,3368.755,2,0.5509,41.86,1,9,0,1,0,Low,Standard,91.87,20.74,18.55,48.87,129.71,27.25,10.708,4.416,47.104,7.215,12.57,25.8,1.138,98.724,116.378,1,0.7384,45.58,72.599,30.018,72.382,37.882,Efficient_Transmission
VEH_01328,RSU_0234,SEG_0156,Night,Smart_City_Zone,Straight_Road,Clear,Very_High,41.68,1.596,19.61,21.97,64.48,11,16.16,66.2,74.81,63.01,-56.25,-51.69,36.34,38.36,118.74,195.33,149.86,51.15,51.89,47.265,2106.653,8,0.7289,29.81,1,27,0,1,0,High,Standard,202.9,116.27,45.38,85.22,379.92,29.452,26.81,12.823,72.944,10.012,55.07,60.07,3.974,94.656,47.395,1,0.8684,73.33,51.563,80.254,78.095,21.478,Moderate_Transmission
VEH_01300,RSU_0157,SEG_0162,Morning_Peak,Suburban,Multi_Lane_Road,Clear,Medium,52.71,2.27,3.01,39.37,36.4,9,11.63,49.24,50.87,98.25,-62.9,-50.41,34.32,34.43,119.05,199.36,173.04,46.59,79.99,39.951,3382.22,3,0.7664,26.01,1,17,0,1,0,Medium,High_Priority,114.52,64.94,17.63,38.55,164.56,23.816,18.902,7.968,56.014,7.039,35.52,43.9,2.554,95.784,85.301,2,0.8727,45.59,78.802,36.888,75.269,42.753,Highly_Efficient_Secure_Transmission
VEH_01987,RSU_0017,SEG_0097,Night,Smart_City_Zone,Curved_Road,Rainy,High,33.32,3.276,12.15,55.49,74.63,14,12.5,56.87,83.83,72.85,-85.96,-71.85,22.79,31.42,110.17,353.42,233.53,73.71,53.26,65.783,2153.015,5,0.6565,37.52,1,22,0,1,0,High,Background,95.0,78.91,50.39,73.74,191.89,40.061,32.121,10.439,85.364,13.66,24.85,42.35,2.756,95.745,62.857,3,0.6842,68.83,45.732,69.929,66.062,22.162,Poor_Transmission
VEH_02045,RSU_0068,SEG_0377,Morning_Peak,Urban,Flyover,Rainy,Low,82.22,3.161,8.43,75.73,22.95,8,16.98,26.63,22.41,124.9,-93.11,-78.28,22.29,79.1,82.85,363.47,169.58,57.62,78.8,45.949,3282.893,4,0.4591,6.6,4,9,0,1,0,Critical,Standard,53.05,39.54,10.5,21.74,85.72,13.294,11.657,10.342,46.931,11.271,35.42,22.72,5.951,92.385,108.936,5,0.3703,22.41,64.662,84.667,55.305,35.967,Poor_Transmission
VEH_01929,RSU_0044,SEG_0567,Morning_Peak,Highway,Tunnel,Rainy,Low,130.0,2.579,44.49,59.16,51.28,3,11.75,31.96,43.44,102.46,-91.94,-74.47,20.58,13.3,47.19,335.82,257.45,54.72,94.18,35.56,4045.683,5,0.1322,16.64,3,16,0,1,0,Low,Standard,46.64,37.58,8.14,62.86,189.43,20.77,14.333,14.181,59.079,7.648,34.79,17.0,5.43,93.27,93.595,2,0.197,47.85,66.945,31.715,43.629,46.43,Poor_Transmission
VEH_01348,RSU_0237,SEG_0450,Evening_Peak,Highway,Curved_Road,Rainy,High,62.93,2.705,24.09,41.38,64.12,10,23.99,54.63,85.06,62.77,-91.98,-87.03,27.34,42.23,111.14,462.2,222.07,46.4,23.58,64.623,854.772,3,0.5794,31.0,0,11,0,1,0,Low,Standard,121.82,52.74,28.45,51.85,248.26,28.084,17.145,10.751,56.981,14.461,30.6,41.24,3.417,96.387,50.464,2,0.7201,62.94,28.777,29.891,65.195,6.052,Poor_Transmission
VEH_01059,RSU_0061,SEG_0117,Morning_Peak,Industrial,Tunnel,Rainy,High,42.59,2.607,50.15,34.82,71.34,14,21.79,65.15,62.97,71.49,-88.1,-88.76,20.57,53.75,107.06,324.09,134.17,58.81,90.17,62.463,3807.833,3,0.3964,30.84,2,21,0,1,0,High,Background,142.2,80.26,14.34,60.17,263.56,17.733,32.253,5.478,60.252,11.872,37.92,51.1,7.591,90.408,60.064,5,0.3835,66.0,69.655,57.378,52.009,23.415,Poor_Transmission
VEH_00977,RSU_0123,SEG_0506,Early_Morning,Urban,Multi_Lane_Road,Rainy,Medium,67.84,1.237,32.74,72.87,55.14,7,2.77,34.56,66.69,104.63,-79.66,-83.16,25.72,51.49,72.42,307.19,213.87,56.59,86.88,50.501,3700.998,7,0.5041,34.71,2,12,0,1,0,Critical,Background,103.01,58.69,17.45,68.16,129.69,19.452,16.644,13.957,59.344,9.824,56.15,30.87,2.695,96.9,92.781,2,0.5447,55.26,75.67,75.748,61.894,38.225,Moderate_Transmission
VEH_00482,RSU_0093,SEG_0189,Morning_Peak,Urban,Straight_Road,Cloudy,Medium,59.85,1.544,16.78,52.1,55.46,5,12.9,57.0,43.36,88.36,-70.3,-71.88,30.05,46.15,110.23,191.75,155.55,51.5,86.77,43.917,3722.826,2,0.6846,32.93,1,18,0,1,0,High,Standard,103.22,89.57,20.34,35.09,261.98,14.948,14.296,7.267,41.364,10.621,16.97,32.71,0.1,99.95,84.997,2,0.793,42.94,80.612,65.917,76.257,39.11,Highly_Efficient_Secure_Transmission
VEH_00728,RSU_0196,SEG_0476,Evening_Peak,Urban,Multi_Lane_Road,Rainy,High,30.06,0.728,20.45,48.69,47.05,6,23.73,41.6,76.64,98.32,-85.06,-76.55,15.01,58.61,96.66,388.41,159.9,40.79,93.51,60.426,3966.847,4,0.6535,46.05,4,22,0,1,0,Medium,High_Priority,199.88,80.64,43.76,77.18,139.77,22.389,18.519,9.593,64.756,9.836,35.67,55.98,5.724,93.465,79.164,3,0.6568,61.84,77.033,47.432,68.2,33.484,Moderate_Transmission
VEH_01032,RSU_0074,SEG_0323,Morning_Peak,Smart_City_Zone,Straight_Road,Rainy,High,40.94,2.612,59.38,42.03,65.74,12,20.68,46.97,58.93,83.12,-75.54,-100.83,27.12,58.08,141.49,343.59,154.81,66.77,88.43,63.951,3643.509,4,0.5757,2.61,0,17,0,1,0,High,Emergency,180.24,76.31,61.79,54.56,239.77,32.325,28.672,12.573,68.304,11.657,36.15,45.88,2.623,96.434,71.916,1,0.7568,47.54,74.962,67.464,72.808,26.751,Moderate_Transmission
VEH_00343,RSU_0153,SEG_0596,Evening_Peak,Urban,Straight_Road,Clear,High,21.16,1.672,44.63,59.55,71.19,9,31.34,61.4,43.05,67.65,-60.93,-60.46,34.36,72.59,123.61,347.75,148.63,43.78,74.52,49.816,3242.072,3,0.7293,10.63,0,24,0,1,0,Low,High_Priority,157.75,37.91,22.41,61.75,239.47,35.549,22.9,10.281,75.546,10.384,41.66,50.42,0.742,98.616,58.719,1,0.9564,55.1,75.816,29.29,85.735,30.166,Highly_Efficient_Secure_Transmission
VEH_01448,RSU_0223,SEG_0180,Evening_Peak,Urban,Tunnel,Cloudy,Low,55.32,2.194,29.67,75.77,31.35,7,17.65,36.12,56.31,131.98,-81.74,-70.27,23.36,69.02,48.4,288.38,93.36,58.68,89.38,41.263,3836.832,3,0.4778,2.0,0,11,0,1,0,Low,Standard,115.49,30.05,33.67,28.3,183.21,35.98,18.633,1.197,51.797,10.876,29.91,26.99,1.512,98.499,121.241,0,0.6147,36.88,82.804,18.66,64.263,48.258,Efficient_Transmission
VEH_02380,RSU_0067,SEG_0181,Evening_Peak,Suburban,Straight_Road,Clear,Medium,57.86,0.8,18.69,68.89,25.12,9,17.53,52.17,60.16,83.33,-71.66,-50.14,39.95,10.64,82.0,315.81,174.93,46.91,87.17,44.505,3696.551,4,0.7419,30.85,1,7,0,0,1,Medium,High_Priority,90.45,82.14,24.57,52.01,177.59,26.655,17.37,15.011,71.255,9.237,42.74,57.9,7.347,91.539,67.097,5,0.6997,54.89,76.293,54.661,72.345,37.229,Efficient_Transmission
VEH_02486,RSU_0111,SEG_0287,Night,Suburban,Flyover,Rainy,Very_High,38.23,3.025,16.02,40.87,58.89,12,35.9,86.01,92.08,57.81,-87.88,-100.73,29.01,44.42,93.18,218.74,204.47,36.78,100.0,54.987,4227.267,5,0.712,20.18,1,19,0,1,0,High,Standard,221.46,77.71,56.46,73.71,185.46,32.845,22.135,11.0,69.894,7.015,53.05,61.19,2.979,96.111,48.102,4,0.8086,80.81,85.598,57.214,75.273,38.544,Highly_Efficient_Secure_Transmission
VEH_02222,RSU_0002,SEG_0475,Midday,Industrial,Multi_Lane_Road,Clear,Very_High,20.01,1.701,17.64,27.74,56.23,3,36.17,81.49,93.26,45.74,-71.9,-53.32,25.81,37.05,146.12,275.39,135.62,51.19,52.49,70.149,1960.39,4,0.7377,32.54,0,32,0,1,0,Medium,Standard,153.46,109.29,48.92,76.26,248.22,32.922,16.888,9.456,58.52,13.141,53.82,75.96,4.404,95.583,29.301,3,0.8103,76.88,44.756,44.66,77.311,12.914,Poor_Transmission
VEH_00527,RSU_0249,SEG_0262,Morning_Peak,Smart_City_Zone,Multi_Lane_Road,Rainy,High,15.23,4.373,14.69,42.33,54.67,13,27.51,52.83,77.56,51.05,-92.71,-82.03,20.17,61.34,156.43,338.97,231.83,49.57,81.32,69.096,3354.106,3,0.682,35.75,1,19,0,1,0,Medium,Background,150.29,59.74,22.71,65.52,256.98,33.791,26.238,8.776,69.813,10.213,29.22,31.41,3.594,96.65,39.615,3,0.7878,63.69,74.52,50.432,76.596,24.913,Efficient_Transmission
VEH_01897,RSU_0089,SEG_0523,Morning_Peak,Suburban,Intersection,Clear,Very_High,37.99,1.942,18.05,31.82,58.0,13,29.33,62.3,85.73,65.09,-70.28,-49.49,26.22,39.72,119.83,201.62,149.76,48.99,57.32,48.559,2452.059,5,0.6564,15.33,0,22,0,1,1,Medium,High_Priority,169.07,97.53,45.51,83.51,338.74,35.385,20.608,8.499,66.837,9.84,33.21,54.12,9.215,89.701,51.494,3,0.6656,77.76,52.74,60.18,66.364,19.805,Poor_Transmission
VEH_00659,RSU_0177,SEG_0162,Midday,Smart_City_Zone,Multi_Lane_Road,Foggy,Low,75.89,1.474,43.02,66.45,27.47,4,11.65,35.45,36.64,107.27,-99.62,-98.82,20.19,54.0,57.07,350.51,158.8,43.68,67.95,39.248,2863.537,1,0.2685,2.0,3,8,0,1,0,Medium,Standard,49.52,73.82,17.14,25.13,111.99,20.048,7.53,5.569,44.885,7.051,41.58,37.68,5.616,93.581,93.81,2,0.2957,30.34,52.784,46.754,51.675,34.961,Poor_Transmission
VEH_02074,RSU_0198,SEG_0487,Evening_Peak,Highway,Curved_Road,Clear,Medium,94.9,0.384,22.49,42.08,65.25,11,18.35,46.89,43.32,98.22,-59.22,-62.61,35.94,53.93,72.65,206.31,141.59,64.5,51.31,35.224,2064.042,3,0.5179,17.48,1,9,1,1,0,Critical,Emergency,139.33,51.57,19.18,43.88,105.89,33.043,17.166,9.299,68.757,6.733,34.08,44.42,3.075,95.825,89.759,3,0.5775,48.03,44.874,83.46,64.72,36.547,Poor_Transmission
VEH_00820,RSU_0026,SEG_0181,Early_Morning,Urban,Straight_Road,Clear,High,35.07,1.518,13.76,58.62,66.93,10,26.51,74.6,96.45,61.71,-61.94,-58.78,24.82,56.5,91.58,191.64,125.22,44.74,59.21,58.871,2397.277,6,0.6424,30.58,1,20,0,1,0,Medium,High_Priority,140.6,53.94,33.43,73.93,222.79,36.375,32.875,10.26,82.201,10.908,54.74,69.22,2.852,97.585,44.042,1,0.7674,74.82,53.164,46.559,74.047,21.631,Moderate_Transmission
VEH_00406,RSU_0200,SEG_0469,Morning_Peak,Smart_City_Zone,Intersection,Cloudy,Low,68.12,0.725,12.57,48.6,39.93,5,15.75,44.29,28.73,116.16,-69.51,-73.61,29.65,22.02,41.7,340.7,169.09,59.7,99.35,35.271,4238.079,1,0.5089,21.52,3,12,0,1,0,Low,Standard,69.21,33.39,12.1,39.39,105.84,21.677,17.721,5.229,55.009,9.274,29.11,40.24,3.822,94.343,104.557,4,0.5497,32.0,84.696,24.183,61.529,50.52,Efficient_Transmission
VEH_02280,RSU_0099,SEG_0021,Evening_Peak,Highway,Flyover,Clear,Very_High,57.22,0.829,14.78,50.35,83.34,13,20.09,79.15,69.87,64.23,-52.42,-64.01,37.09,46.28,107.28,294.05,159.3,63.99,74.52,51.756,3203.477,2,0.7204,28.91,1,18,0,1,0,High,High_Priority,208.93,72.04,37.1,64.0,276.8,30.226,26.805,6.668,70.731,6.342,47.69,53.56,1.561,95.882,52.476,4,0.7417,74.71,69.591,58.826,77.27,29.833,Efficient_Transmission
VEH_01574,RSU_0027,SEG_0275,Evening_Peak,Suburban,Intersection,Clear,Medium,61.68,0.662,3.31,38.95,32.15,5,19.63,31.61,52.91,96.99,-61.07,-73.63,30.65,62.5,67.26,326.46,108.96,49.33,69.84,49.013,2974.848,2,0.6553,19.43,0,20,0,0,0,High,Standard,69.09,34.28,23.3,62.88,178.48,23.863,23.723,2.578,49.856,11.786,22.35,42.39,3.501,93.572,84.202,2,0.7984,53.13,63.726,66.082,68.937,32.4,Moderate_Transmission
VEH_01812,RSU_0089,SEG_0260,Evening_Peak,Highway,Intersection,Rainy,Medium,87.16,1.383,22.62,61.52,35.57,9,30.48,50.39,53.31,60.04,-85.97,-67.12,16.78,48.27,78.95,301.46,133.28,51.46,55.92,45.825,2268.842,2,0.2847,16.22,4,16,0,1,0,High,Background,111.29,81.55,7.28,19.77,200.87,24.517,15.839,7.814,61.106,9.633,36.75,18.1,7.776,91.493,48.601,2,0.2899,45.55,35.639,67.127,51.812,26.825,Poor_Transmission
VEH_00505,RSU_0146,SEG_0333,Evening_Peak,Suburban,Curved_Road,Windy,Medium,37.09,3.122,2.49,47.97,46.03,11,9.83,42.84,63.27,97.41,-71.36,-75.72,30.72,32.84,92.27,288.46,224.49,39.5,87.92,52.229,3638.071,2,0.7729,18.53,0,13,0,1,0,Critical,Standard,85.22,63.9,28.59,54.79,213.76,18.243,27.028,5.67,49.713,7.573,27.73,40.2,2.516,96.268,84.958,0,0.9841,49.0,87.003,86.056,81.382,34.477,Highly_Efficient_Secure_Transmission
VEH_00179,RSU_0182,SEG_0466,Evening_Peak,Urban,Intersection,Clear,Medium,60.57,0.661,24.79,35.0,38.33,3,20.27,55.85,40.18,72.64,-56.21,-59.85,30.08,22.9,61.14,263.46,173.54,35.14,81.26,44.797,3439.508,2,0.5995,26.06,1,15,0,1,0,Medium,High_Priority,107.68,40.08,26.27,77.3,206.36,22.88,12.561,7.036,42.902,7.335,20.64,24.76,0.1,98.839,67.263,0,0.79,58.77,73.668,37.204,74.747,35.77,Efficient_Transmission
VEH_00132,RSU_0001,SEG_0116,Evening_Peak,Highway,Multi_Lane_Road,Clear,High,63.51,1.053,18.23,56.05,54.78,13,29.87,57.45,82.32,62.02,-62.36,-58.52,35.96,39.83,90.96,209.4,118.13,36.47,57.23,55.537,2307.307,5,0.6517,40.14,2,11,1,1,0,Medium,High_Priority,176.74,91.6,39.73,73.77,210.72,25.188,24.569,9.86,70.548,10.966,36.45,30.07,4.227,93.71,52.931,4,0.6605,66.89,50.143,40.44,71.826,20.512,Poor_Transmission
VEH_01847,RSU_0189,SEG_0413,Midday,Industrial,Intersection,Rainy,Medium,30.98,0.48,33.17,26.21,51.21,8,18.42,32.97,40.9,91.05,-76.04,-63.96,20.99,50.8,108.9,402.91,223.47,34.25,94.46,51.235,4092.229,4,0.5093,35.73,3,24,0,1,0,High,Standard,87.38,47.97,46.96,26.98,148.85,21.24,17.932,7.582,52.832,7.45,46.76,40.0,4.154,95.019,80.789,2,0.6315,35.87,81.849,70.748,67.371,34.562,Efficient_Transmission
VEH_01479,RSU_0240,SEG_0537,Night,Highway,Straight_Road,Clear,Low,113.8,0.127,14.97,82.89,43.19,4,25.94,23.64,9.16,99.85,-59.14,-67.14,31.41,43.33,56.1,199.19,129.22,76.02,41.44,22.88,1791.05,2,0.5562,18.23,0,9,0,1,0,Medium,Standard,60.67,29.91,5.52,36.34,139.25,13.912,13.638,8.78,36.223,6.083,24.86,21.2,0.1,98.566,99.836,1,0.7407,18.6,47.422,42.769,73.246,43.668,Efficient_Transmission
VEH_02396,RSU_0103,SEG_0257,Midday,Urban,Tunnel,Clear,High,37.93,1.158,87.16,43.87,63.87,12,13.18,54.35,87.07,36.38,-65.89,-63.8,26.93,30.14,64.94,220.13,115.91,52.42,83.66,46.05,3556.038,3,0.4265,9.78,0,18,0,0,0,High,Background,135.76,81.14,50.64,84.5,256.97,20.511,20.903,5.898,44.553,10.777,31.19,37.77,2.354,95.944,25.938,1,0.5617,76.54,72.717,70.617,61.868,30.911,Moderate_Transmission
VEH_00772,RSU_0131,SEG_0168,Morning_Peak,Smart_City_Zone,Curved_Road,Cloudy,Low,63.85,1.776,52.3,85.94,45.24,5,14.39,16.3,31.35,139.72,-77.01,-76.85,23.29,37.94,66.4,142.77,144.5,32.03,62.36,35.626,2595.691,1,0.4414,35.95,2,8,0,1,0,High,Standard,62.89,5.0,19.91,35.35,82.5,16.849,13.085,9.022,43.978,4.823,37.31,37.42,1.013,98.195,136.58,2,0.586,26.15,56.629,66.419,69.682,46.34,Efficient_Transmission
VEH_01430,RSU_0247,SEG_0533,Morning_Peak,Urban,Tunnel,Clear,High,32.06,0.529,17.17,49.82,31.88,14,11.65,39.19,68.7,99.55,-58.06,-63.08,32.13,53.03,109.45,351.26,124.11,32.25,85.09,54.107,3629.158,5,0.7744,33.31,1,17,1,1,0,High,Emergency,147.29,69.41,29.05,43.81,300.73,34.289,14.524,8.995,68.51,10.209,48.43,42.33,3.293,93.912,88.81,2,0.8303,46.32,80.219,69.724,76.54,32.479,Efficient_Transmission
VEH_02124,RSU_0196,SEG_0598,Evening_Peak,Urban,Straight_Road,Foggy,Medium,45.08,0.416,22.65,62.36,65.16,6,1.72,63.37,63.64,57.91,-100.78,-78.73,21.91,27.43,58.23,368.52,230.47,53.35,68.43,48.793,2962.888,7,0.621,42.02,0,7,0,1,0,High,High_Priority,74.48,57.16,15.23,32.77,236.2,29.673,13.258,14.236,57.473,8.318,38.12,40.66,4.722,95.356,46.332,2,0.748,60.42,63.735,60.439,74.224,28.191,Moderate_Transmission
VEH_00579,RSU_0041,SEG_0015,Night,Urban,Curved_Road,Rainy,Medium,51.26,0.012,14.35,65.77,53.17,9,13.66,47.3,60.29,104.3,-91.88,-68.64,22.7,14.04,78.47,318.04,251.29,30.74,63.11,48.566,2594.649,2,0.6178,34.39,0,6,0,0,0,Medium,High_Priority,134.27,41.12,10.45,43.3,193.92,25.866,19.774,7.18,53.973,9.877,13.57,29.43,2.702,96.051,95.453,2,0.7526,48.44,60.126,53.092,76.079,26.924,Moderate_Transmission
VEH_01516,RSU_0165,SEG_0050,Morning_Peak,Urban,Straight_Road,Cloudy,Medium,40.81,1.724,4.27,65.05,41.44,4,19.22,37.11,32.29,95.38,-76.97,-73.94,25.0,16.8,29.87,308.34,171.08,56.44,81.14,27.546,3557.062,2,0.733,28.75,1,13,0,1,1,High,High_Priority,147.72,24.21,31.2,67.85,185.06,26.284,7.379,8.343,47.188,7.246,30.63,22.18,6.048,91.966,79.883,4,0.7761,47.99,82.973,71.507,76.253,46.969,Highly_Efficient_Secure_Transmission
VEH_00194,RSU_0051,SEG_0304,Early_Morning,Suburban,Straight_Road,Windy,High,47.65,2.634,8.75,47.72,43.73,9,24.62,64.28,39.13,37.48,-77.08,-72.89,34.96,38.06,80.7,393.31,127.96,52.74,81.99,36.183,3582.843,2,0.8184,24.32,0,18,0,1,1,High,High_Priority,140.64,85.71,31.0,55.83,207.53,20.196,14.457,2.093,47.567,9.029,31.32,53.54,5.503,92.186,32.6,1,0.99,57.93,84.113,76.078,80.402,33.039,Highly_Efficient_Secure_Transmission
VEH_02008,RSU_0015,SEG_0487,Night,Highway,Flyover,Rainy,High,55.27,0.482,13.43,38.29,56.74,8,29.07,34.66,65.18,56.29,-94.18,-71.62,22.64,37.07,76.01,413.84,214.53,47.2,85.81,52.045,3668.11,4,0.5796,20.81,3,26,0,1,0,High,Standard,157.22,57.97,53.27,50.01,231.74,25.139,18.762,9.051,61.867,10.424,51.03,49.32,6.397,91.765,44.952,4,0.5374,52.21,72.057,70.776,59.82,30.19,Poor_Transmission
VEH_01186,RSU_0008,SEG_0416,Night,Smart_City_Zone,Curved_Road,Rainy,Very_High,50.55,1.312,29.95,31.62,64.03,18,20.7,61.39,99.0,54.19,-86.57,-76.37,25.1,68.41,89.13,254.46,228.66,35.23,70.81,59.886,2979.18,3,0.51,24.38,1,27,1,1,0,Medium,Standard,192.27,122.41,44.5,90.06,344.83,45.085,27.168,8.714,82.608,9.268,42.87,57.57,9.789,91.148,42.131,0,0.6333,85.32,58.717,42.438,63.015,16.536,Poor_Transmission
VEH_02395,RSU_0038,SEG_0305,Morning_Peak,Smart_City_Zone,Multi_Lane_Road,Foggy,Medium,61.65,3.402,45.69,56.28,57.11,13,15.57,27.11,41.26,97.83,-95.02,-87.66,24.17,22.97,88.59,350.35,204.26,20.77,90.71,44.202,3902.404,3,0.3866,15.19,3,15,0,0,0,Medium,Standard,39.09,55.47,29.47,52.35,191.96,20.612,19.182,7.848,56.207,11.762,37.66,30.11,4.279,95.172,82.817,0,0.5089,40.29,74.512,42.469,61.411,39.157,Moderate_Transmission
VEH_01385,RSU_0114,SEG_0196,Morning_Peak,Industrial,Intersection,Clear,High,29.84,1.206,9.77,39.11,65.29,12,18.52,45.47,61.33,56.93,-51.48,-58.75,27.44,45.35,94.11,230.65,107.22,48.71,91.64,47.512,3917.241,5,0.749,15.21,0,19,0,0,0,Low,High_Priority,105.75,87.09,21.59,30.97,171.88,24.495,18.921,12.743,52.442,7.406,35.04,38.44,0.253,99.612,46.228,3,0.8269,53.28,86.436,28.064,83.132,38.185,Highly_Efficient_Secure_Transmission
VEH_01793,RSU_0083,SEG_0388,Evening_Peak,Suburban,Curved_Road,Clear,Medium,61.01,1.287,13.73,81.23,38.55,10,5.88,48.2,72.35,96.55,-73.61,-58.85,40.01,24.01,75.56,222.07,151.41,68.52,73.06,50.936,3116.119,3,0.7365,29.97,2,14,0,1,0,High,Standard,116.38,74.95,31.85,46.11,189.56,28.855,17.478,6.447,63.646,8.716,30.24,33.06,3.539,96.927,91.691,3,0.8196,55.08,74.956,66.041,80.252,28.274,Efficient_Transmission
VEH_01111,RSU_0056,SEG_0455,Morning_Peak,Highway,Flyover,Windy,Very_High,44.49,2.116,16.78,33.34,58.0,8,33.9,72.3,84.95,34.07,-81.08,-71.57,21.85,44.31,117.87,267.77,204.01,50.42,38.51,59.69,1504.474,8,0.6172,27.72,1,24,0,1,0,Medium,High_Priority,208.56,79.11,31.42,57.18,345.58,38.661,25.361,14.558,84.37,11.654,54.26,63.13,5.272,92.973,17.468,2,0.7192,67.66,31.054,40.893,68.831,13.02,Poor_Transmission
VEH_02262,RSU_0175,SEG_0310,Evening_Peak,Industrial,Intersection,Clear,High,37.36,1.04,22.33,28.51,56.02,14,24.61,58.12,87.33,70.21,-69.15,-56.88,24.88,43.31,85.61,232.29,55.97,22.59,100.0,48.585,4349.605,3,0.6177,26.97,0,18,1,1,0,Medium,High_Priority,151.59,58.12,41.89,56.11,302.19,27.594,23.426,5.91,62.182,10.226,27.49,45.61,1.86,97.886,61.774,2,0.7178,72.26,93.216,39.865,74.192,43.545,Highly_Efficient_Secure_Transmission
VEH_01937,RSU_0218,SEG_0127,Early_Morning,Suburban,Tunnel,Clear,Medium,65.61,0.798,0.83,53.55,55.04,9,23.68,33.08,68.79,71.04,-63.72,-63.9,25.53,19.82,62.88,199.58,120.1,30.93,51.19,51.352,2094.555,3,0.6485,19.47,3,14,0,1,0,Low,High_Priority,84.1,54.06,1.0,18.52,130.56,20.815,11.604,8.156,53.914,5.585,35.73,38.26,3.929,95.57,54.002,3,0.6536,40.86,40.943,24.521,71.27,23.919,Poor_Transmission
